SeqNum,@id,@notation,@status,dct:description,rdf:type,rdfs:label,skos:notation,I-ADOPT Type,Comment,OoI,Property,Constraints
310,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/603>,603,stable,"'IUPAC: iron, PubChem CID: 23925, CAS Number: 7439-89-6, in total deposition'@en",skos:Concept,Fe (iron),'603',OoI,,Fe (iron),,
311,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/604>,604,stable,"'IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in total deposition'@en",skos:Concept,Pb (lead),'604',OoI,,Pb (lead),,
312,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/605>,605,stable,"'IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in total deposition'@en",skos:Concept,Mn (manganese),'605',OoI,,Mn (manganese),,
313,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/606>,606,stable,"'IUPAC: mercury, PubChem CID: 23931, CAS Number: 7439-97-6, in total deposition'@en",skos:Concept,Hg (mercury),'606',OoI,,Hg (mercury),,
314,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/607>,607,stable,"'IUPAC: nickel, PubChem CID: 936, CAS Number: 7440-02-1, in total deposition'@en",skos:Concept,Ni (nickel),'607',OoI,,Ni (nickel),,
315,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/608>,608,stable,"'IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in total deposition'@en",skos:Concept,V (vanadium),'608',OoI,,V (vanadium),,
316,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/609>,609,stable,"'IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in total deposition'@en",skos:Concept,Zn (zinc),'609',OoI,,Zn (zinc),,
317,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/614>,614,stable,"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM1'@en",skos:Concept,"Cl- (chloride), PM1",'614',OoI,with Constraint,Cl- (chloride),,
318,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/615>,615,stable,"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM10'@en",skos:Concept,"Cl- (chloride), PM10",'615',OoI,with Constraint,Cl- (chloride),,
319,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/616>,616,stable,"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM2.5'@en",skos:Concept,"Cl- (chloride), PM2.5",'616',OoI,with Constraint,Cl- (chloride),,
320,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/617>,617,stable,"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, TSP'@en",skos:Concept,"Cl- (chloride), TSP",'617',OoI,with Constraint,Cl- (chloride),,
321,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/618>,618,stable,"'IUPAC: fluoride, PubChem CID: 28179, CAS Number: 16984-48-8, in particle phase, TSP'@en",skos:Concept,"F- (fluoride), TSP",'618',OoI,with Constraint,F- (fluoride),,
322,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/619>,619,stable,"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase'@en",skos:Concept,"SO4= (sulfate), corrected",'619',OoI,with Constraint,SO4= (sulfate),,
323,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/620>,620,stable,"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, TSP'@en",skos:Concept,"SO4= (sulfate), TSP",'620',OoI,with Constraint,SO4= (sulfate),,
324,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/621>,621,stable,"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, PM10'@en",skos:Concept,"SO4= (sulfate), PM10",'621',OoI,with Constraint,SO4= (sulfate),,
325,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/622>,622,stable,"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, PM2.5'@en",skos:Concept,"SO4= (sulfate), PM2.5",'622',OoI,with Constraint,SO4= (sulfate),,
326,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/623>,623,stable,'Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM10'@en,skos:Concept,"Elemental carbon, PM10",'623',OoI,with Constraint,Elemental carbon,,
327,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/624>,624,stable,'Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM1'@en,skos:Concept,"Elemental carbon, PM1",'624',OoI,with Constraint,Elemental carbon,,
328,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/625>,625,stable,'Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM2.5'@en,skos:Concept,"Elemental carbon, PM2.5",'625',OoI,with Constraint,Elemental carbon,,
329,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/626>,626,stable,"'Sum of elemental and organic carbon. Includes inorganic carbon, which is operationally distributed between elemental and organic carbon. Size range: PM10'@en",skos:Concept,"Total carbon, PM10",'626',OoI,with Constraint,Total carbon,,
330,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/632>,632,stable,"'IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, PM10'@en",skos:Concept,"Ca++ (calcium), PM10",'632',OoI,with Constraint,Ca++ (calcium),,
331,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/633>,633,stable,"'IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, PM2.5'@en",skos:Concept,"Ca++ (calcium), PM2.5",'633',OoI,with Constraint,Ca++ (calcium),,
332,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/634>,634,stable,"'IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, TSP'@en",skos:Concept,"Ca++ (calcium), TSP",'634',OoI,with Constraint,Ca++ (calcium),,
333,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/635>,635,stable,"'IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, PM10'@en",skos:Concept,"Mg++ (magnesium), PM10",'635',OoI,with Constraint,Mg++ (magnesium),,
334,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/636>,636,stable,"'IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, PM2.5'@en",skos:Concept,"Mg++ (magnesium), PM2.5",'636',OoI,with Constraint,Mg++ (magnesium),,
335,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/637>,637,stable,"'IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, TSP'@en",skos:Concept,"Mg++ (magnesium), TSP",'637',OoI,with Constraint,Mg++ (magnesium),,
336,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/638>,638,stable,"'IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, PM10'@en",skos:Concept,"K+ (potassium), PM10",'638',OoI,with Constraint,K+ (potassium),,
337,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/639>,639,stable,"'IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, PM2.5'@en",skos:Concept,"K+ (potassium), PM2.5",'639',OoI,with Constraint,K+ (potassium),,
338,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/640>,640,stable,"'IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, TSP'@en",skos:Concept,"K+ (potassium), TSP",'640',OoI,with Constraint,K+ (potassium),,
339,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/641>,641,stable,"'IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, PM10'@en",skos:Concept,"Na+ (sodium), PM10",'641',OoI,with Constraint,Na+ (sodium),,
340,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/642>,642,stable,"'IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, PM2.5'@en",skos:Concept,"Na+ (sodium), PM2.5",'642',OoI,with Constraint,Na+ (sodium),,
341,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/643>,643,stable,"'IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, TSP'@en",skos:Concept,"Na+ (sodium), TSP",'643',OoI,with Constraint,Na+ (sodium),,
342,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/644>,644,stable,"'IUPAC: azane, PubChem CID: 222, CAS Number: 7664-41-7, in particle phase, PM2.5'@en",skos:Concept,"NH3 (ammonia), PM2.5",'644',OoI,with Constraint,NH3 (ammonia),,
343,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/645>,645,stable,"'IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, PM10'@en",skos:Concept,"NH4+ (ammonium), PM10",'645',OoI,with Constraint,NH4+ (ammonium),,
344,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/646>,646,stable,"'IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, PM2.5'@en",skos:Concept,"NH4+ (ammonium), PM2.5",'646',OoI,with Constraint,NH4+ (ammonium),,
345,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/647>,647,stable,"'IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, TSP'@en",skos:Concept,"NH4+ (ammonium), TSP",'647',OoI,with Constraint,NH4+ (ammonium),,
346,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/648>,648,stable,"'IUPAC: ammonium nitrate, PubChem CID: 22985, CAS Number: 6484-52-2, in particle phase, TSP'@en",skos:Concept,"NH4NO4 (ammonium nitrate), TSP",'648',OoI,with Constraint,NH4NO4 (ammonium nitrate),,
347,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/649>,649,stable,"'IUPAC: ammonium nitrate, PubChem CID: 22985, CAS Number: 6484-52-2, in particle phase, PM1'@en",skos:Concept,"NH4NO3 (ammonium nitrate), PM1",'649',OoI,with Constraint,NH4NO3 (ammonium nitrate),,
348,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/650>,650,stable,"'IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, PM10'@en",skos:Concept,"NO3- (nitrate), PM10",'650',OoI,with Constraint,NO3- (nitrate),,
349,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/651>,651,stable,"'IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, PM2.5'@en",skos:Concept,"NO3- (nitrate), PM2.5",'651',OoI,with Constraint,NO3- (nitrate),,
350,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/652>,652,stable,"'IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, TSP'@en",skos:Concept,"NO3- (nitrate), TSP",'652',OoI,with Constraint,NO3- (nitrate),,
351,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/653>,653,stable,"'IUPAC: nitrite, PubChem CID: 946, CAS Number: 14797-65-0, in particle phase, TSP'@en",skos:Concept,"NO2- (nitrite), TSP",'653',OoI,with Constraint,NO2- (nitrite),,
352,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/654>,654,stable,'Sum of NH3 (ammonia) and NH4+ (ammonium)'@en,skos:Concept,Sum of NH3 (ammonia) and NH4+ (ammonium),'654',OoI,with Matrix?,Sum of NH3 (ammonia) and NH4+ (ammonium),,
353,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/655>,655,stable,'Sum of HNO3 (nitric acid) and NO3- (nitrate)'@en,skos:Concept,Sum of HNO3 (nitric acid) and NO3- (nitrate),'655',OoI,with Matrix?,Sum of HNO3 (nitric acid) and NO3- (nitrate),,
354,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/656>,656,stable,'Major chemical components'@en,skos:Concept,Major chemical components,'656',OoI,with Constraint,Major chemical components,,
355,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/657>,657,stable,"'Major inorganic components, TSP'@en",skos:Concept,"Major inorganic components, TSP",'657',OoI,with Constraint,Major inorganic components,,
356,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/658>,658,stable,"'Major inorganic components, coarse'@en",skos:Concept,"Major inorganic components, coarse",'658',OoI,with Constraint,Major inorganic components,,
357,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/659>,659,stable,"'Major inorganic components, fine'@en",skos:Concept,"Major inorganic components, fine",'659',OoI,with Constraint,Major inorganic components,,
358,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/660>,660,stable,"'Other chemical components, coarse'@en",skos:Concept,"Other chemical components, coarse",'660',OoI,with Constraint,Other chemical components,,
359,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/661>,661,stable,"'Other chemical components, fine'@en",skos:Concept,"Other chemical components, fine",'661',OoI,with Constraint,Other chemical components,,
360,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/662>,662,stable,"'IUPAC: acetate, PubChem CID: 175, CAS Number: 71-50-0, in particle phase, PM1'@en",skos:Concept,"C2H3O2- (CH3COO-, acetate), PM1",'662',OoI,with Constraint,C2H3O2- (CH3COO-,,
361,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/663>,663,stable,"'IUPAC: acetate, PubChem CID: 175, CAS Number: 71-50-0, in particle phase'@en",skos:Concept,"C2H3O2- (CH3COO-, acetate)",'663',OoI,with Constraint,C2H3O2- (CH3COO-,,
362,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/664>,664,stable,"'IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, PM1'@en",skos:Concept,"C2O4= (oxalate, ethanedioate), PM1",'664',OoI,with Constraint,C2O4= (oxalate,,
363,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/665>,665,stable,"'IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, PM10'@en",skos:Concept,"C2O4= (oxalate, ethanedioate), PM10",'665',OoI,with Constraint,C2O4= (oxalate,,
364,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/666>,666,stable,"'IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, TSP'@en",skos:Concept,"C2O4= (oxalate, ethanedioate), TSP",'666',OoI,with Constraint,C2O4= (oxalate,,
365,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/667>,667,stable,"'IUPAC: methanesulfonate, PubChem CID: 85257, CAS Number: 16053-58-0, in particle phase, PM1'@en",skos:Concept,"CH3O3S- (methanesulfonate), PM1",'667',OoI,with Constraint,CH3O3S- (methanesulfonate),,
366,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/668>,668,stable,"'IUPAC: methanesulfonate, PubChem CID: 85257, CAS Number: 16053-58-0, in particle phase, TSP'@en",skos:Concept,"CH3O3S- (methanesulfonate), TSP",'668',OoI,with Constraint,CH3O3S- (methanesulfonate),,
367,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/669>,669,stable,"'IUPAC: formate, PubChem CID: 283, CAS Number: 71-47-6, in particle phase'@en",skos:Concept,"CHO2- (HCOO-, formate)",'669',OoI,,"CHO2- (HCOO-, formate)",,
368,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/670>,670,stable,''@en,skos:Concept,"Carbonaceous-organic material, PM10",'670',OoI,with Constraint,Carbonaceous-organic material,,
369,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/671>,671,stable,''@en,skos:Concept,"Carbonaceous-organic material, fine",'671',OoI,with Constraint,Carbonaceous-organic material,,
370,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/672>,672,stable,"'IUPAC: titanium, PubChem CID: 23963, CAS Number: 7440-32-6, in particle phase, TSP'@en",skos:Concept,"Ti (titanium), TSP",'672',OoI,with Constraint,Ti (titanium),,
371,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/673>,673,stable,"'IUPAC: aluminium, PubChem CID: 5359268, CAS Number: 7429-90-5, in particle phase, PM2.5'@en",skos:Concept,"Al (aluminium), PM2.5",'673',OoI,with Constraint,Al (aluminium),,
372,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/674>,674,stable,"'IUPAC: aluminium, PubChem CID: 5359268, CAS Number: 7429-90-5, in particle phase, TSP'@en",skos:Concept,"Al (aluminium), TSP",'674',OoI,with Constraint,Al (aluminium),,
373,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/675>,675,stable,"'IUPAC: antimony, PubChem CID: 5354495, CAS Number: 7440-36-0, in particle phase, PM2.5'@en",skos:Concept,"Sb (antimony), PM2.5",'675',OoI,with Constraint,Sb (antimony),,
374,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/676>,676,stable,"'IUPAC: antimony, PubChem CID: 5354495, CAS Number: 7440-36-0, in particle phase, TSP'@en",skos:Concept,"Sb (antimony), TSP",'676',OoI,with Constraint,Sb (antimony),,
375,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/677>,677,stable,"'IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in particle phase, PM10'@en",skos:Concept,"As (arsenic), PM10",'677',OoI,with Constraint,As (arsenic),,
376,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/678>,678,stable,"'IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in particle phase, TSP'@en",skos:Concept,"As (arsenic), TSP",'678',OoI,with Constraint,As (arsenic),,
377,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/679>,679,stable,"'IUPAC: barium, PubChem CID: 5355457, CAS Number: 7440-39-3, in particle phase, PM2.5'@en",skos:Concept,"Ba (barium), PM2.5",'679',OoI,with Constraint,Ba (barium),,
378,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/680>,680,stable,"'IUPAC: barium, PubChem CID: 5355457, CAS Number: 7440-39-3, in particle phase, TSP'@en",skos:Concept,"Ba (barium), TSP",'680',OoI,with Constraint,Ba (barium),,
379,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/681>,681,stable,"'IUPAC: bismuth, PubChem CID: 5359367, CAS Number: 7440-69-9, in particle phase, PM2.5'@en",skos:Concept,"Bi (bismuth), PM2.5",'681',OoI,with Constraint,Bi (bismuth),,
380,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/682>,682,stable,"'IUPAC: bismuth, PubChem CID: 5359367, CAS Number: 7440-69-9, in particle phase, TSP'@en",skos:Concept,"Bi (bismuth), TSP",'682',OoI,with Constraint,Bi (bismuth),,
381,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/683>,683,stable,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM1'@en",skos:Concept,"Cd (cadmium), PM1",'683',OoI,with Constraint,Cd (cadmium),,
382,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/684>,684,stable,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM10'@en",skos:Concept,"Cd (cadmium), PM10",'684',OoI,with Constraint,Cd (cadmium),,
383,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/685>,685,stable,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM2.5'@en",skos:Concept,"Cd (cadmium), PM2.5",'685',OoI,with Constraint,Cd (cadmium),,
384,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/686>,686,stable,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM2.5 - PM10'@en",skos:Concept,"Cd (cadmium), PM2.5 - PM10",'686',OoI,with Constraint,Cd (cadmium),,
385,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/687>,687,stable,"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, TSP'@en",skos:Concept,"Cd (cadmium), TSP",'687',OoI,with Constraint,Cd (cadmium),,
386,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/688>,688,stable,"'IUPAC: cerium, PubChem CID: 23974, CAS Number: 7440-45-1, in particle phase, PM2.5'@en",skos:Concept,"Ce (cerium), PM2.5",'688',OoI,with Constraint,Ce (cerium),,
387,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/689>,689,stable,"'IUPAC: cerium, PubChem CID: 23974, CAS Number: 7440-45-1, in particle phase, TSP'@en",skos:Concept,"Ce (cerium), TSP",'689',OoI,with Constraint,Ce (cerium),,
388,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/690>,690,stable,"'IUPAC: chromium, PubChem CID: 23976, CAS Number: 7440-47-3, in particle phase, TSP'@en",skos:Concept,"Cr (chromium), TSP",'690',OoI,with Constraint,Cr (chromium),,
389,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/691>,691,stable,"'IUPAC: cobalt, PubChem CID: 104730, CAS Number: 7440-48-4, in particle phase, TSP'@en",skos:Concept,"Co (cobalt), TSP",'691',OoI,with Constraint,Co (cobalt),,
390,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/692>,692,stable,"'IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in particle phase, PM10'@en",skos:Concept,"Cu (copper), PM10",'692',OoI,with Constraint,Cu (copper),,
391,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/693>,693,stable,"'IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in particle phase, TSP'@en",skos:Concept,"Cu (copper), TSP",'693',OoI,with Constraint,Cu (copper),,
392,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/694>,694,stable,"'IUPAC: iron, PubChem CID: 23925, CAS Number: 7439-89-6, in particle phase, TSP'@en",skos:Concept,"Fe (iron), TSP",'694',OoI,with Constraint,Fe (iron),,
393,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/695>,695,stable,"'IUPAC: lanthanum, PubChem CID: 23926, CAS Number: 7439-91-0, in particle phase, PM2.5'@en",skos:Concept,"La (lanthanum), PM2.5",'695',OoI,with Constraint,La (lanthanum),,
394,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/696>,696,stable,"'IUPAC: lanthanum, PubChem CID: 23926, CAS Number: 7439-91-0, in particle phase, TSP'@en",skos:Concept,"La (lanthanum), TSP",'696',OoI,with Constraint,La (lanthanum),,
395,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/697>,697,stable,"'IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in particle phase, PM10'@en",skos:Concept,"Pb (lead), PM10",'697',OoI,with Constraint,Pb (lead),,
396,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/698>,698,stable,"'IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in particle phase, TSP'@en",skos:Concept,"Pb (lead), TSP",'698',OoI,with Constraint,Pb (lead),,
397,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/699>,699,stable,"'IUPAC: lithium, PubChem CID: 3028194, CAS Number: 7439-93-2, in particle phase, PM2.5'@en",skos:Concept,"Li (lithium), PM2.5",'699',OoI,with Constraint,Li (lithium),,
398,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/700>,700,stable,"'IUPAC: lithium, PubChem CID: 3028194, CAS Number: 7439-93-2, in particle phase, TSP'@en",skos:Concept,"Li (lithium), TSP",'700',OoI,with Constraint,Li (lithium),,
399,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/701>,701,stable,"'IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in particle phase, PM10'@en",skos:Concept,"Mn (manganese), PM10",'701',OoI,with Constraint,Mn (manganese),,
400,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/702>,702,stable,"'IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in particle phase, TSP'@en",skos:Concept,"Mn (manganese), TSP",'702',OoI,with Constraint,Mn (manganese),,
401,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/703>,703,stable,"'IUPAC: mercury, PubChem CID: 23931, CAS Number: 7439-97-6, in particle phase, TSP'@en",skos:Concept,"Hg (mercury), TSP",'703',OoI,with Constraint,Hg (mercury),,
402,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/704>,704,stable,"'IUPAC: nickel, PubChem CID: 935, CAS Number: 7440-02-0, in particle phase, PM10'@en",skos:Concept,"Ni (nickel), PM10",'704',OoI,with Constraint,Ni (nickel),,
403,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/705>,705,stable,"'IUPAC: nickel, PubChem CID: 935, CAS Number: 7440-02-0, in particle phase, TSP'@en",skos:Concept,"Ni (nickel), TSP",'705',OoI,with Constraint,Ni (nickel),,
404,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/706>,706,stable,"'IUPAC: phosphorus, PubChem CID: 5462309, CAS Number: 7723-14-0, in particle phase, PM2.5'@en",skos:Concept,"P (phosphorous), PM2.5",'706',OoI,with Constraint,P (phosphorous),,
405,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/707>,707,stable,"'IUPAC: phosphorus, PubChem CID: 5462309, CAS Number: 7723-14-0, in particle phase, TSP'@en",skos:Concept,"P (phosphorous), TSP",'707',OoI,with Constraint,P (phosphorous),,
406,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/708>,708,stable,"'IUPAC: rubidium, PubChem CID: 5357696, CAS Number: 7440-17-7, in particle phase, PM2.5'@en",skos:Concept,"Rb (rubidium), PM2.5",'708',OoI,with Constraint,Rb (rubidium),,
407,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/709>,709,stable,"'IUPAC: rubidium, PubChem CID: 5357696, CAS Number: 7440-17-7, in particle phase, TSP'@en",skos:Concept,"Rb (rubidium), TSP",'709',OoI,with Constraint,Rb (rubidium),,
408,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/710>,710,stable,"'IUPAC: selenium, PubChem CID: 6326970, CAS Number: 7782-49-2, in particle phase, TSP'@en",skos:Concept,"Se (selenium), TSP",'710',OoI,with Constraint,Se (selenium),,
409,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/711>,711,stable,"'IUPAC: strontium, PubChem CID: 5359327, CAS Number: 7440-24-6, in particle phase, PM2.5'@en",skos:Concept,"Sr (strontium), PM2.5",'711',OoI,with Constraint,Sr (strontium),,
410,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/712>,712,stable,"'IUPAC: strontium, PubChem CID: 5359327, CAS Number: 7440-24-6, in particle phase, TSP'@en",skos:Concept,"Sr (strontium), TSP",'712',OoI,with Constraint,Sr (strontium),,
411,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/713>,713,stable,"'IUPAC: thallium, PubChem CID: 5359464, CAS Number: 7440-28-0, in particle phase, PM2.5'@en",skos:Concept,"Tl (thallium), PM2.5",'713',OoI,with Constraint,Tl (thallium),,
