notation,path,domains,tags,name,description
12089,\Atmosphere\Gas phase\Greenhouse Gas\HCFCs,,"gas phase, greenhouse gas, HCFCs, organic, halocarbon","C2HClF4 (1-chloro-1,2,2,2-tetrafluoroethane, HCFC-124)","IUPAC: 2-chloro-1,1,1,2-tetrafluoroethane, PubChem CID: 17822, CAS Number: 2837-89-0, in gas phase"
12090,\Atmosphere\Gas phase\Greenhouse Gas\HFCs,,"gas phase, Greenhouse Gas, HFCs, organic, halocarbon","C5H2F10 (1,1,1,2,2,3,4,5,5,5-decafluoropentane, HFC-43-10-mee)","IUPAC: 1,1,1,2,2,3,4,5,5,5-decafluoropentane, PubChem CID: 86240, CAS Number: 138495-42-8, in gas phase"
12091,\Atmosphere\Gas phase\Greenhouse Gas\PFCs,,"gas phase, greenhouse gas, PFCs, organic, halocarbon","C4F8 (octafluorocyclobutane, PFC-318)","IUPAC: 1,1,2,2,3,3,4,4-octafluorocyclobutane, PubChem CID: 8263, CAS Number: 115-25-3, in gas phase"
12092,\Atmosphere\Gas phase\Organic,,"gas phase, organic, alcohol",C3H8O (1-propanol),"IUPAC: Propan-1-ol, PubChem CID: 1031, CAS Number: 71-23-8, in gas phase"
12093,\Atmosphere\Gas phase\Organic,,"gas phase, organic, alcohol",C3H8O (2-propanol),"IUPAC: Propan-2-ol, PubChem CID: 3776, CAS Number: 67-63-0, in gas phase"
12094,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, aromatic",C4H4O (furan),"IUPAC: Furan, PubChem CID: 8029, CAS Number: 110-00-9, in gas phase"
12095,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, aromatic",C5H6O (2-methylfuran),"IUPAC: 2-Methylfuran, PubChem CID: 10797, CAS Number: 534-22-5, in gas phase"
12096,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, aromatic",C5H6O (3-methylfuran),"IUPAC: 3-Methylfuran, PubChem CID: 13587, CAS Number: 930-27-8, in gas phase"
12097,\Atmosphere\Gas phase\Organic,,"gas phase, organic, N species, nitrile","C3H3N (2-propenenitrile, acrylonitrile)","IUPAC: Prop-2-enenitrile, PubChem CID: 7855, CAS Number: 107-13-1, in gas phase"
12098,\Atmosphere\Gas phase\Organic,,"gas phase, organic, N species, nitrile",C3H5N (propanenitrile),"IUPAC: Propanenitrile, PubChem CID: 7854, CAS Number: 107-12-0, in gas phase"
12099,\Atmosphere\Gas phase\Organic,,"gas phase, organic, N species, nitrile","C4H5N (2-methyl-2-propenenitrile, methylacrylonitrile)","IUPAC: 2-Methylprop-2-enenitrile, PubChem CID: 31368, CAS Number: 126-98-7, in gas phase"
12100,\Atmosphere\Gas phase\Organic,,"gas phase, organic, N species, nitrate",CH3NO3 (methyl nitrate),"IUPAC: Methyl nitrate, PubChem CID: 11724, CAS Number: 598-58-3, in gas phase"
12101,\Atmosphere\Gas phase\Organic,,"gas phase, organic, N species, nitrate",C2H5NO3 (ethyl nitrate),"IUPAC: Ethyl nitrate, PubChem CID: 12259, CAS Number: 625-58-1, in gas phase"
12102,\Atmosphere\Gas phase\Organic,,"gas phase, organic, N species, nitrate",C3H7NO3 (isopropyl nitrate),"IUPAC: Propan-2-yl nitrate, PubChem CID: 15575, CAS Number: 1712-64-7, in gas phase"
12103,\Atmosphere\Gas phase\Organic,,"gas phase, organic, N species, nitrate",C4H9NO3 (n-butyl nitrate),"IUPAC: Butyl nitrate, PubChem CID: 13567, CAS Number: 928-45-0, in gas phase"
12104,\Atmosphere\Gas phase\Organic,,"gas phase, organic, N species, nitrate",C4H9NO3 (isobutyl nitrate),"IUPAC: 2-Methylpropyl nitrate, PubChem CID: 10974, CAS Number: 928-45-0, in gas phase"
12105,\Atmosphere\Gas phase\Organic,,"gas phase, organic, N species, nitrate",C4H9NO3 (t-butyl nitrate),"IUPAC: tert-Butyl nitrite, PubChem CID: 10906, CAS Number: 540-80-7, in gas phase"
12106,\Atmosphere\Gas phase\Organic,,"gas phase, organic, N species, nitrate","C4H9NO3 (2-butyl nitrate, sec-butyl nitrate)","IUPAC: Butan-2-yl nitrite, PubChem CID: 13544, CAS Number: 924-43-6, in gas phase"
12107,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, BVOC, alcohol",C5H10O (2-methyl-3-buten-2-ol),"IUPAC: 2-Methylbut-3-en-2-ol, PubChem CID: 8257, CAS Number: 115-18-4, in gas phase"
12108,\Atmosphere\Gas phase\Organic,,"gas phase, organic, alkane",C8H18 (n-octane),"IUPAC: Octane, PubChem CID: 356, CAS Number: 111-65-9, in gas phase"
12109,\Atmosphere\Gas phase\Organic,,"gas phase, organic, alkane","C8H18 (2,2,4-trimethylpentane)","IUPAC: 2,2,4-Trimethylpentane, PubChem CID: 10907, CAS Number: 540-84-1, in gas phase"
12110,\Atmosphere\Gas phase\Organic,,"gas phase, organic, aldehyde, alkene, OVOC, specified stereoisomer","C4H6O ((E)-crotonaldehyde, trans-2-butenal)","IUPAC: (2E)-but-2-enal, PubChem CID: 447466, CAS Number: 123-73-9, in gas phase"
12111,\Atmosphere\Gas phase\Organic,,"gas phase, organic, aldehyde, alkene, OVOC, specified stereoisomer","C4H6O ((Z)-crotonaldehyde, cis-2-butenal)","IUPAC: (Z)-but-2-enal, PubChem CID: 673950, CAS Number: 15798-64-8, in gas phase"
12112,\Atmosphere\Gas phase\Organic,,"gas phase, organic, aldehyde, alkene, OVOC, mixed stereoisomers","C4H6O (crotonaldehyde, 2-butenal)","IUPAC: But-2-enal, PubChem CID: 20138, CAS Number: 4170-30-3, in gas phase"
12113,\Atmosphere\Gas phase\Organic,,"gas phase, organic, halocarbon, Cl species","C2H2Cl2 (1,1-dichloroethene)","IUPAC: 1,1-Dichloroethene, PubChem CID: 6366, CAS Number: 75-35-4, in gas phase"
12114,\Atmosphere\Gas phase\Organic,,"gas phase, organic, halocarbon, Cl species, specified stereoisomer","C2H2Cl2 ((Z)-1,2-dichloroethene, cis-1,2-dichloroethene)","IUPAC: (Z)-1,2-dichloroethene, PubChem CID: 643833, CAS Number: 156-59-2, in gas phase"
12115,\Atmosphere\Gas phase\Organic,,"gas phase, organic, halocarbon, Cl species, specified stereoisomer","C2H2Cl2 ((E)-1,2-dichloroethene, trans-1,2-dichloroethene)","IUPAC: (E)-1,2-dichloroethene, PubChem CID: 638186, CAS Number: 156-60-5, in gas phase"
12116,\Atmosphere\Gas phase\Organic,,"gas phase, organic, halocarbon, Cl species, mixed stereoisomers","C2H2Cl2 (1,2-dichloroethene)","IUPAC: 1,2-dichloroethene, PubChem CID: 10900, CAS Number: 540-9-0, in gas phase"
12117,\Atmosphere\Gas phase\Organic,,"gas phase, organic, halocarbon, Cl species","C2H4Cl2 (1,1-dichloroethane)","IUPAC: 1,1-Dichloroethane, PubChem CID: 6365, CAS Number: 75-34-3, in gas phase"
12118,\Atmosphere\Gas phase\Organic,,"gas phase, organic, halocarbon, Cl species","C2H4Cl2 (1,2-dichloroethane)","IUPAC: 1,2-Dichloroethane, PubChem CID: 11, CAS Number: 107-06-2, in gas phase"
12119,\Atmosphere\Gas phase\Organic,,"gas phase, organic, halocarbon",CHBr2Cl (dibromochloromethane),"IUPAC: dibromo(chloro)methane, PubChem CID: 31296, CAS Number: 124-48-1, in gas phase"
12120,\Atmosphere\Gas phase\Organic,,"gas phase, organic, halocarbon",CHBrCl2 (bromodichloromethane),"IUPAC: bromo(dichloro)methane, PubChem CID: 6359, CAS Number: 75-27-4, in gas phase"
12121,\Atmosphere\Gas phase\Organic,,"gas phase, organic, halocarbon",CH2ClI (chloroiodomethane),"IUPAC: chloro(iodo)methane, PubChem CID: 11644, CAS Number: 593-71-5, in gas phase"
12122,\Atmosphere\Gas phase\Organic,,"gas phase, organic, halocarbon",CH2I2 (diiodomethane),"IUPAC: diiodomethane, PubChem CID: 6346, CAS Number: 75-11-6, in gas phase"
12123,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, aromatic",C5H4O2 (furfural),"IUPAC: furan-2-carbaldehyde, PubChem CID: 7362, CAS Number: 98-01-1, in gas phase"
12124,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, aromatic",C5H4O2 (3-furaldehyde),"IUPAC: furan-3-carbaldehyde, PubChem CID: 10351, CAS Number: 498-60-2, in gas phase"
12125,\Atmosphere\Gas phase\Organic,,"gas phase, organic, aromatic",C8H8 (styrene),"IUPAC: styrene, PubChem CID: 7501, CAS Number: 100-42-5, in gas phase"
12126,\Atmosphere\Gas phase\Organic,,"gas phase, organic, aromatic",C8H6 (ethynylbenzene),"IUPAC: ethynylbenzene, PubChem CID: 10821, CAS Number: 536-74-3, in gas phase"
12127,\Atmosphere\Gas phase\Organic,,"gas phase, organic, aromatic, halocarbon",C6H5Cl (chlorobenzene),"IUPAC: chlorobenzene, PubChem CID: 7964, CAS Number: 108-90-7, in gas phase"
12128,\Atmosphere\Gas phase\Organic,,"gas phase, organic, terpene",C10H16 (tricyclene),"IUPAC: 1,7,7-trimethyltricyclo[2.2.1.02,6]heptane, PubChem CID: 79035, CAS Number: 508-32-7, in gas phase"
12129,\Atmosphere\Gas phase\Organic,,"gas phase, organic, terpene",C10H16 (alpha-pinene),"IUPAC: 2,6,6-trimethylbicyclo[3.1.1]hept-2-ene, PubChem CID: 6654, CAS Number: 80-56-8, in gas phase"
12130,\Atmosphere\Gas phase\Organic,,"gas phase, organic, terpene",C10H16 (beta-pinene),"IUPAC: 6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane, PubChem CID: 14896, CAS Number: 127-91-3, in gas phase"
12131,\Atmosphere\Gas phase\Organic,,"gas phase, organic, terpene",C10H16 (myrcene),"IUPAC: 7-methyl-3-methylideneocta-1, PubChem CID: 31253, CAS Number: 123-35-3, in gas phase"
12132,\Atmosphere\Gas phase\Organic,,"gas phase, organic, terpene",C10H16 (camphene),"IUPAC: 2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane, PubChem CID: 6616, CAS Number: 79-92-5, in gas phase"
12133,\Atmosphere\Gas phase\Organic,,"gas phase, organic, terpene",C10H16 (D-limonene),"IUPAC: (4R)-1-methyl-4-prop-1-en-2-ylcyclohexene, PubChem CID: 440917, CAS Number: 5989-27-5, in gas phase"
12134,\Atmosphere\Gas phase\Organic,,"gas phase, organic, terpene",C10H16 (3-carene),"IUPAC: 3,7,7-trimethylbicyclo[4.1.0]hept-3-ene, PubChem CID: 26049, CAS Number: 13466-78-9, in gas phase"
12135,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, aldehyde",C2H2O2 (glyoxal),"IUPAC: oxaldehyde, PubChem CID: 7860, CAS Number: 107-22-2, in gas phase"
12136,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, ester",C2H4O2 (methyl formate),"IUPAC: methyl formate, PubChem CID: 7865, CAS Number: 107-31-3, in gas phase"
12137,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, aldehyde",C2H4O2 (glycolaldehyde),"IUPAC: 2-hydroxyacetaldehyde, PubChem CID: 756, CAS Number: 141-46-8, in gas phase"
12138,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, ester",C3H6O2 (methyl acetate),"IUPAC: methyl acetate, PubChem CID: 6584, CAS Number: 79-20-9, in gas phase"
12139,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, ester",C3H6O2 (ethyl formate),"IUPAC: ethyl formate, PubChem CID: 8025, CAS Number: 109-94-4, in gas phase"
12140,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, ketone",C3H6O2 (hydroxyacetone),"IUPAC: 1-hydroxypropan-2-one, PubChem CID: 8299, CAS Number: 116-09-6, in gas phase"
12141,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC","C3H6O2 (1,3-dioxolane)","IUPAC: 1,3-dioxolane, PubChem CID: 12586, CAS Number: 646-06-0, in gas phase"
12142,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, ester",C4H8O2 (ethyl acetate),"IUPAC: ethyl acetate, PubChem CID: 8857, CAS Number: 141-78-6, in gas phase"
12143,\Atmosphere\Gas phase\Organic,,"gas phase, organic, OVOC, ester",C4H8O2 (methyl propionate),"IUPAC: methyl propanoate, PubChem CID: 11124, CAS Number: 554-12-1, in gas phase"
12144,\Atmosphere\Gas phase\Organic,,"gas phase, organic, aromatic",C8H10 (p-xylene),"IUPAC: 1,4-xylene, PubChem CID: 7809, CAS Number: 106-42-3, in gas phase"
12145,\Atmosphere\Particle phase\Optical properties,,"particle phase, optical properties",Particle light extinction coefficient,A measure of light attenuation due to scattering and absorption by aerosol particles expressed as the Beer-Lambert Law exponent at unit path distance.
12146,\Atmosphere\Particle phase\Optical properties,,"particle phase, optical properties",Particle single scattering albedo,Ratio of particle scattering coefficient to particle extinction coefficient or sum of particle absorption and scattering coefficients.
12147,\Atmosphere\Particle phase\Optical properties,,"particle phase, optical properties",Ångström exponent for particle light extinction,A measure of dependence of the particle light extinction coefficient on wavelength expressed in power law relationship.
12148,\Atmosphere\Particle phase\Optical properties,,"particle phase, optical properties",Ångström exponent for particle light scattering,A measure of dependence of the particle light scattering coefficient on wavelength expressed in power law relationship.
12149,\Atmosphere\Particle phase\Optical properties,,"particle phase, optical properties",Ångström exponent for particle light absorption,A measure of dependence of the particle light absorption coefficient on wavelength expressed in power law relationship.
12150,\Atmosphere\Particle phase\Optical properties,,"particle phase, optical properties",Ångström exponent for aerosol optical depth,A measure of dependence of the aerosol optical depth on wavelength expressed in power law relationship.
12151,\Atmosphere\Particle phase\Optical properties,,"particle phase, optical properties",Ångström exponent  for aerosol absorption optical depth,A measure of dependence of the aerosol absorption optical depth on wavelength expressed in power law relationship.
12152,\Atmosphere\Particle phase\Physical properties,,"particle phase, physical properties",Particle surface area size distribution,"Particle surface area concentration as a function of size, typically equivalent spherical radius or diameter."
12153,\Atmosphere\Particle phase\Physical properties,,"particle phase, physical properties",Particle volume size distribution,"Particle volume concentration as a function of size, typically equivalent spherical radius or diameter."
12154,\Atmosphere\Particle phase\Physical properties,,"particle phase, physical properties",Particle mass size distribution,"Particle mass concentration as a function of size, typically equivalent spherical radius or diameter."
12155,\Atmosphere\Particle phase\Physical properties,,"particle phase, physical properties",Hygroscopic particle size growth factor,A scaling factor describing the particle equivalent spherical size change as a function of relative humidity due to absorbing or evaporating water.
12156,\Atmosphere\Particle phase\Physical properties,,"particle phase, physical properties",Hygroscopic particle light scattering growth factor,A scaling factor describing the particle scattering coefficient change as a function of relative humidity due to absorbing or evaporating water.
12157,\Atmosphere\Particle phase\Physical properties,,"particle phase, physical properties",Hygroscopic particle light extinction growth factor,A scaling factor describing the particle extinction coefficient change as a function of relative humidity due to absorbing or evaporating water.
12158,\Atmosphere\Particle phase\Optical properties,,"particle phase, optical properties",Particle light hemispheric backscatter coefficient,"The fraction of incident radiative flux scattered into all backward angles, i.e. scattering_angle exceeding pi/2 radians."
12159,\Atmosphere\Particle phase\Optical properties,,"particle phase, optical properties",Particle light backscatter coefficient,The fraction of incident radiative flux scattered backward at 180 degrees.
12160,\Atmosphere\Particle phase\Optical properties,,"particle phase, optical properties",Particle light hemispheric forward scattering coefficient,"Incident radiative flux scattered into all forward angles, i.e. scattering_angle from zero to pi/2 radians."
12161,\Atmosphere\Particle phase\Physical properties,,"particle phase, physical properties",Particle effective diameter,The area weighted mean diameter of the aerosol particles.
12162,\Atmosphere\Particle phase,,aerosol,Aerosol layer height,Height of vertically localized aerosol layer above sea level
12163,\Atmosphere\Dynamics,,dynamics,Mixed layer height,"Height above the surface to which atmospheric properties (wind speed, etc) or atmospheric constituents (aerosol, gases) are dispersed by turbulent vertical mixing"
12164,\Atmosphere\Gas phase,,\Atmosphere\Gas\O3 (ozone),O3 (ozone),"IUPAC: ozone, PubChem CID: 24823, CAS Number: 10028-15-6, in gas phase"
12165,\Atmosphere\Humidity,,\Atmosphere\Humidity\Water vapour,Water vapour,
12166,\Atmosphere\Temperature,,\Atmosphere\Temperature\Temperature,Air Temperature,
12167,\Atmosphere\Clouds,,\Atmosphere\Clouds\Cloud phase,Cloud phase,"Aggregate state of cloud particles, either water droplets/drops, snowflakes, ice/snow crystals, or mixed."
12168,\Atmosphere,,\Atmosphere,Height of the top of the PBL,Height of the surface above ground separating the planetary boundary layer (PBL) from the free atmosphere.
12169,\Atmosphere\Particle phase,,\Atmosphere\Particle Phase\Aerosol type,Aerosol type,"Selection, out of a pre-defined set of aerosol classes, that best fits an input data set (observed or modeled). The pre-defined set of aerosol classes includes specification of the particle composition, mixing state, complex refractive index, and shape as a function of particle size. The definition of aerosol type includes specification of all the classes as well as the algorithm used to choose the best fit to the input data."
12170,\Atmosphere\Radionuclide,,radionuclide,Tritium [H-3],"IUPAC: n/a, PubChem CID: 24824, CAS Number: 10028-17-8"
12171,\Atmosphere\Radionuclide,,radionuclide,Carbon [C-14],"IUPAC: n/a, PubChem CID: 26873, CAS Number: 14762-75-5"
12172,\Atmosphere\Radionuclide,,radionuclide,Sodium [Na-22],"IUPAC: sodium-22, PubChem CID: 6328543, CAS Number: 13966-32-0"
12173,\Atmosphere\Radionuclide,,radionuclide,Sodium [Na-24],"IUPAC: sodium-24, PubChem CID: 6335498, CAS Number: 13982-04-2"
12174,\Atmosphere\Radionuclide,,radionuclide,Chlorine [Cl-38],"IUPAC: n/a, PubChem CID: 167013, CAS Number: 14158-34-0"
12175,\Atmosphere\Radionuclide,,radionuclide,Potassium [K-40],"IUPAC: potassium-40, PubChem CID: 6328542, CAS Number: 13966-00-2"
12176,\Atmosphere\Radionuclide,,radionuclide,Potassium [K-42],"IUPAC: potassium-42, PubChem CID: 11607897, CAS Number: 14378-21-3"
12177,\Atmosphere\Radionuclide,,radionuclide,Scandium [Sc-46],"IUPAC: scandium-46, PubChem CID: 107673, CAS Number: 13967-63-0"
12178,\Atmosphere\Radionuclide,,radionuclide,Chromium [Cr-51],"IUPAC: chromium-51, PubChem CID: 104786, CAS Number: 14392-02-0"
12179,\Atmosphere\Radionuclide,,radionuclide,Manganese [Mn-53],"IUPAC: manganese-53, PubChem CID: 167227, CAS Number: 14999-33-8"
12180,\Atmosphere\Radionuclide,,radionuclide,Manganese [Mn-56],"IUPAC: manganese-56, PubChem CID: 114694, CAS Number: 14681-52-8"
12181,\Atmosphere\Radionuclide,,radionuclide,Iron [Fe-59],"IUPAC: iron-59, PubChem CID: 104784, CAS Number: 14596-12-4"
12182,\Atmosphere\Radionuclide,,radionuclide,Cobalt [Co-56],"IUPAC: cobalt-56, PubChem CID: 166998, CAS Number: 14093-03-9"
12183,\Atmosphere\Radionuclide,,radionuclide,Cobalt [Co-57],"IUPAC: cobalt-57, PubChem CID: 104851, CAS Number: 13981-50-5"
12184,\Atmosphere\Radionuclide,,radionuclide,Cobalt [Co-58],"IUPAC: cobalt-58, PubChem CID: 104844, CAS Number: 13981-38-9"
12185,\Atmosphere\Radionuclide,,radionuclide,Cobalt [Co-60],"IUPAC: cobalt-60, PubChem CID: 61492, CAS Number: 10198-40-0"
12186,\Atmosphere\Radionuclide,,radionuclide,Zinc [Zn-65],"IUPAC: zinc-65, PubChem CID: 91574, CAS Number: 13982-39-3"
12187,\Atmosphere\Radionuclide,,radionuclide,Gallium [Ga-67],"IUPAC: gallium-67, PubChem CID: 5464084, CAS Number: 14119-09-6"
12188,\Atmosphere\Radionuclide,,radionuclide,Selenium [Se-75],"IUPAC: selenium-75, PubChem CID: 6328176, CAS Number: 14265-71-5"
12189,\Atmosphere\Radionuclide,,radionuclide,Strontium [Sr-85],"IUPAC: strontium-85, PubChem CID: 5464271, CAS Number: 13967-73-2"
12190,\Atmosphere\Radionuclide,,radionuclide,Strontium [Sr-89],"IUPAC: strontium-89, PubChem CID: 5388880, CAS Number: 14158-27-1"
12191,\Atmosphere\Radionuclide,,radionuclide,Strontium [Sr-90],"IUPAC: strontium-90, PubChem CID: 5486204, CAS Number: 10098-97-2"
12192,\Atmosphere\Radionuclide,,radionuclide,Strontium [Sr-91],"IUPAC: strontium-91, PubChem CID: 6337043, CAS Number: 14331-91-0"
12193,\Atmosphere\Radionuclide,,radionuclide,Yttrium [Y-88],"IUPAC: yttrium-88, PubChem CID: 105173, CAS Number: 13982-36-0"
12194,\Atmosphere\Radionuclide,,radionuclide,Yttrium [Y-90m],"Metastable (excited) state of yttrium-90 isotope, IUPAC: yttrium-90, PubChem CID: 104760, CAS Number: 10098-91-6"
12195,\Atmosphere\Radionuclide,,radionuclide,Zirconium [Zr-95],"IUPAC: zirconium-95, PubChem CID: 91573, CAS Number: 13967-71-0"
12196,\Atmosphere\Radionuclide,,radionuclide,Niobium [Nb-95],"IUPAC: niobium-95, PubChem CID: 104776, CAS Number: 13967-76-5"
12197,\Atmosphere\Radionuclide,,radionuclide,Molybdenum [Mo-99],"IUPAC: molybdenum-99, PubChem CID: 104976, CAS Number: 14119-15-4"
12198,\Atmosphere\Radionuclide,,radionuclide,Technetium  [Tc-99m],"Metastable (excited) state of technetium-99 isotope, IUPAC: technetium-99, PubChem CID: 26476, CAS Number: 14133-76-7"
12199,\Atmosphere\Radionuclide,,radionuclide,Ruthenium [Ru-103],"IUPAC: ruthenium-103, PubChem CID: 104749, CAS Number: 13968-53-1"
12200,\Atmosphere\Radionuclide,,radionuclide,Ruthenium [Ru-106],"IUPAC: ruthenium-106, PubChem CID: 26359, CAS Number: 13967-48-1"
12201,\Atmosphere\Radionuclide,,radionuclide,Silver [Ag-108m],"Metastable (excited) state of silver-108 isotope, IUPAC: silver-108, PubChem CID: 167088, CAS Number: 14391-65-2"
12202,\Atmosphere\Radionuclide,,radionuclide,Silver [Ag-110m],"Metastable (excited) state of silver-110 isotope, IUPAC: silver-110, PubChem CID: 104828, CAS Number: 14391-76-5"
12203,\Atmosphere\Radionuclide,,radionuclide,Indium [In-111],"IUPAC: indium-111, PubChem CID: 5462099, CAS Number: 15750-15-9"
12204,\Atmosphere\Radionuclide,,radionuclide,Tin [Sn-113],"IUPAC: tin-113, PubChem CID: 6335514, CAS Number: 13966-06-8"
12205,\Atmosphere\Radionuclide,,radionuclide,Antimony [Sb-122],"IUPAC: antimony-122, PubChem CID: 6335836, CAS Number: 14374-79-9"
12206,\Atmosphere\Radionuclide,,radionuclide,Antimony [Sb-124],"IUPAC: antimony-124, PubChem CID: 6335510, CAS Number: 14683-10-4"
12207,\Atmosphere\Radionuclide,,radionuclide,Antimony [Sb-125],"IUPAC: antimony-125, PubChem CID: 6335317, CAS Number: 14234-35-6"
12208,\Atmosphere\Radionuclide,,radionuclide,Tellurium [Te-132],"IUPAC: tellurium-132, PubChem CID: 6336614, CAS Number: 14234-28-7"
12209,\Atmosphere\Radionuclide,,radionuclide,"Iodine [I-126], elementary","IUPAC: n/a, PubChem CID: 161029, CAS Number: 14158-32-8"
12210,\Atmosphere\Radionuclide,,radionuclide,"Iodine [I-131], elementary","IUPAC: n/a, PubChem CID: 24855, CAS Number: 10043-66-0"
12211,\Atmosphere\Radionuclide,,radionuclide,"Iodine [I-132], elementary","IUPAC: n/a, PubChem CID: 104966, CAS Number: 14683-16-0"
12212,\Atmosphere\Radionuclide,,radionuclide,"Iodine [I-133], elementary","IUPAC: n/a, PubChem CID: 167176, CAS Number: 14834-67-4"
12213,\Atmosphere\Radionuclide,,radionuclide,Xenon [Xe-133],"IUPAC: xenon-133, PubChem CID: 66376, CAS Number: 14932-42-4"
12214,\Atmosphere\Radionuclide,,radionuclide,Caesium [Cs-134],"IUPAC: cesium-134, PubChem CID: 6335485, CAS Number: 13967-70-9"
12215,\Atmosphere\Radionuclide,,radionuclide,Caesium [Cs-136],"IUPAC: cesium-136, PubChem CID: 6335316, CAS Number: 14234-29-8"
12216,\Atmosphere\Radionuclide,,radionuclide,Caesium [Cs-137],"IUPAC: cesium-137, PubChem CID: 5486527, CAS Number: 10045-97-3"
12217,\Atmosphere\Radionuclide,,radionuclide,barium [Ba-133],"IUPAC: barium-133, PubChem CID: 5491664, CAS Number: 13981-41-4"
12218,\Atmosphere\Radionuclide,,radionuclide,barium [Ba-140],"IUPAC: barium-140, PubChem CID: 6335490, CAS Number: 14798-08-4"
12219,\Atmosphere\Radionuclide,,radionuclide,cerium [Ce-139],"IUPAC: cerium-139, PubChem CID: 166969, CAS Number: 13982-30-4"
12220,\Atmosphere\Radionuclide,,radionuclide,cerium [Ce-141],"IUPAC: cerium-141, PubChem CID: 104814, CAS Number: 13967-74-3"
12221,\Atmosphere\Radionuclide,,radionuclide,cerium [Ce-144],"IUPAC: cerium-144, PubChem CID: 26874, CAS Number: 14762-78-8"
12222,\Atmosphere\Radionuclide,,radionuclide,Lanthanum [La-140],"IUPAC: lanthanum-140, PubChem CID: 104882, CAS Number: 13981-28-7"
12223,\Atmosphere\Radionuclide,,radionuclide,Neodymium [Nd-147],"IUPAC: neodymium-147, PubChem CID: 114848, CAS Number: 14269-74-0"
12224,\Atmosphere\Radionuclide,,radionuclide,Europium [Eu-152],"IUPAC: europium-152, PubChem CID: 104907, CAS Number: 14683-23-9"
12225,\Atmosphere\Radionuclide,,radionuclide,Tantalum [Ta-182],"IUPAC: tantalum-182, PubChem CID: 161013, CAS Number: 13982-00-8"
12226,\Atmosphere\Radionuclide,,radionuclide,Iridium [Ir-192],"IUPAC: iridium-192, PubChem CID: 66373, CAS Number: 14694-69-0"
12227,\Atmosphere\Radionuclide,,radionuclide,Mercury [Hg-203],"IUPAC: mercury-203, PubChem CID: 104771, CAS Number: 13982-78-0"
12228,\Atmosphere\Radionuclide,,radionuclide,bismuth [Bi-212],"IUPAC: bismuth-212, PubChem CID: 6335500, CAS Number: 14913-49-6"
12229,\Atmosphere\Radionuclide,,radionuclide,bismuth [Bi-213],"IUPAC: bismuth-213, PubChem CID: 6337093, CAS Number: 15776-20-2"
12230,\Atmosphere\Radionuclide,,radionuclide,Lead [Pb-212],"IUPAC: lead-212, PubChem CID: 6335491, CAS Number: 15092-94-1"
12231,\Atmosphere\Radionuclide,,radionuclide,Lead [Pb-214],"IUPAC: lead-214, PubChem CID: 6328551, CAS Number: 15067-28-4"
12232,\Atmosphere\Radionuclide,,radionuclide,Radium [Ra-226],"IUPAC: radium-226, PubChem CID: 9877911, CAS Number: 13982-63-3"
12233,\Atmosphere\Radionuclide,,radionuclide,Actinium [Ac-228],"IUPAC: actinium-228, PubChem CID: 105063, CAS Number: 14331-83-0"
12234,\Atmosphere\Radionuclide,,radionuclide,Thorium [Th-232],"IUPAC: thorium-232, PubChem CID: 11817119, CAS Number: n/a"
12235,\Atmosphere\Radionuclide,,radionuclide,Uranium [U-234],"IUPAC: uranium-234, PubChem CID: 61704, CAS Number: 13966-29-5"
12236,\Atmosphere\Radionuclide,,radionuclide,Uranium [U-235],"IUPAC: uranium-235, PubChem CID: 61784, CAS Number: 15117-96-1"
12237,\Atmosphere\Radionuclide,,radionuclide,Uranium [U-238],"IUPAC: uranium-238, PubChem CID: n/a, CAS Number: n/a"
12238,\Atmosphere\Radionuclide,,radionuclide,Plutonium [Pu-238],"IUPAC: plutonium-238, PubChem CID: 61709, CAS Number: 13981-16-3"
12239,\Atmosphere\Radionuclide,,radionuclide,Neptunium [Np-239],"IUPAC: neptunium-239, PubChem CID: 104958, CAS Number: 13968-59-7"
12240,\Atmosphere\Radionuclide,,radionuclide,Americium [Am-241],"IUPAC: americium-241, PubChem CID: 104726, CAS Number: 14596-10-2"
12241,\Atmosphere\Radionuclide,,radionuclide,Sum of Plutonium [Pu-239] and [Pu-240],"Sum of Plutonium isotopes: Pu-239 and Pu-240, IUPAC: plutonium-239, PubChem CID: 61782, CAS Number: 15117-48-3 and IUPAC: plutonium-239, PubChem CID: 61782, CAS Number: 15117-48-3"
