@id,dct:description,rdf:type,rdfs:label,skos:notation
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/696>,"'IUPAC: lanthanum, PubChem CID: 23926, CAS Number: 7439-91-0, in particle phase, TSP'@en",skos:Concept,"La (lanthanum), TSP",'696'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/697>,"'IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in particle phase, PM10'@en",skos:Concept,"Pb (lead), PM10",'697'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/698>,"'IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in particle phase, TSP'@en",skos:Concept,"Pb (lead), TSP",'698'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/699>,"'IUPAC: lithium, PubChem CID: 3028194, CAS Number: 7439-93-2, in particle phase, PM2.5'@en",skos:Concept,"Li (lithium), PM2.5",'699'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/700>,"'IUPAC: lithium, PubChem CID: 3028194, CAS Number: 7439-93-2, in particle phase, TSP'@en",skos:Concept,"Li (lithium), TSP",'700'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/701>,"'IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in particle phase, PM10'@en",skos:Concept,"Mn (manganese), PM10",'701'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/702>,"'IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in particle phase, TSP'@en",skos:Concept,"Mn (manganese), TSP",'702'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/703>,"'IUPAC: mercury, PubChem CID: 23931, CAS Number: 7439-97-6, in particle phase, TSP'@en",skos:Concept,"Hg (mercury), TSP",'703'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/704>,"'IUPAC: nickel, PubChem CID: 935, CAS Number: 7440-02-0, in particle phase, PM10'@en",skos:Concept,"Ni (nickel), PM10",'704'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/705>,"'IUPAC: nickel, PubChem CID: 935, CAS Number: 7440-02-0, in particle phase, TSP'@en",skos:Concept,"Ni (nickel), TSP",'705'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/706>,"'IUPAC: phosphorus, PubChem CID: 5462309, CAS Number: 7723-14-0, in particle phase, PM2.5'@en",skos:Concept,"P (phosphorous), PM2.5",'706'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/707>,"'IUPAC: phosphorus, PubChem CID: 5462309, CAS Number: 7723-14-0, in particle phase, TSP'@en",skos:Concept,"P (phosphorous), TSP",'707'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/708>,"'IUPAC: rubidium, PubChem CID: 5357696, CAS Number: 7440-17-7, in particle phase, PM2.5'@en",skos:Concept,"Rb (rubidium), PM2.5",'708'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/709>,"'IUPAC: rubidium, PubChem CID: 5357696, CAS Number: 7440-17-7, in particle phase, TSP'@en",skos:Concept,"Rb (rubidium), TSP",'709'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/710>,"'IUPAC: selenium, PubChem CID: 6326970, CAS Number: 7782-49-2, in particle phase, TSP'@en",skos:Concept,"Se (selenium), TSP",'710'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/711>,"'IUPAC: strontium, PubChem CID: 5359327, CAS Number: 7440-24-6, in particle phase, PM2.5'@en",skos:Concept,"Sr (strontium), PM2.5",'711'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/712>,"'IUPAC: strontium, PubChem CID: 5359327, CAS Number: 7440-24-6, in particle phase, TSP'@en",skos:Concept,"Sr (strontium), TSP",'712'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/713>,"'IUPAC: thallium, PubChem CID: 5359464, CAS Number: 7440-28-0, in particle phase, PM2.5'@en",skos:Concept,"Tl (thallium), PM2.5",'713'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/714>,"'IUPAC: thallium, PubChem CID: 5359464, CAS Number: 7440-28-0, in particle phase, TSP'@en",skos:Concept,"Tl (thallium), TSP",'714'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/715>,"'IUPAC: thorium, PubChem CID: 23960, CAS Number: 7440-29-1, in particle phase, PM2.5'@en",skos:Concept,"Th (thorium), PM2.5",'715'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/716>,"'IUPAC: thorium, PubChem CID: 23960, CAS Number: 7440-29-1, in particle phase, TSP'@en",skos:Concept,"Th (thorium), TSP",'716'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/717>,"'IUPAC: tin, PubChem CID: 5352426, CAS Number: 7440-31-5, in particle phase, PM2.5'@en",skos:Concept,"Sn (tin), PM2.5",'717'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/718>,"'IUPAC: tin, PubChem CID: 5352426, CAS Number: 7440-31-5, in particle phase, TSP'@en",skos:Concept,"Sn (tin), TSP",'718'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/719>,"'IUPAC: uranium, PubChem CID: 23989, CAS Number: 7440-61-1, in particle phase, PM2.5'@en",skos:Concept,"U (uranium), PM2.5",'719'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/720>,"'IUPAC: uranium, PubChem CID: 23989, CAS Number: 7440-61-1, in particle phase, TSP'@en",skos:Concept,"U (uranium), TSP",'720'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/721>,"'IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in particle phase, PM2.5'@en",skos:Concept,"V (vanadium), PM2.5",'721'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/722>,"'IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in particle phase, TSP'@en",skos:Concept,"V (vanadium), TSP",'722'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/723>,"'IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in particle phase, PM2.5'@en",skos:Concept,"Zn (zinc), PM2.5",'723'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/724>,"'IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in particle phase, TSP'@en",skos:Concept,"Zn (zinc), TSP",'724'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/727>,'Concentration of dust or sand in the atmosphere'@en,skos:Concept,Dust mass concentration,'727'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/728>,'3D field of mass mixing ratio of volcanic ash'@en,skos:Concept,Volcanic ash particle mass concentration,'728'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/729>,'Field of total column mass of volcanic ash'@en,skos:Concept,Aerosol volcanic ash (Total column),'729'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12001>,''@en,skos:Concept,Total lightning density,'12001'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12002>,''@en,skos:Concept,Lightning density cloud-to-ground,'12002'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12005>,'The direction of horizontal wind expressed in degrees at which the wind originates. This scalar quantity can be used to represent a value at a given location and an instantaneous time or average over spatio-temporal extent or values as a function of spatio-temporal coordinates. Note: 1) Wind direction is coded as 00 under \'Calm\' conditions at which the average wind speed is less than or equal to 0.2 m/s (< 1 kt). The direction in this case is coded as 00; 2) Wind direction at stations within 1 degree of the North Pole or 1 degree of the South Pole should be measured so that the azimuth ring should be aligned with its zero coinciding with the Greenwich 0 degree meridian.'@en,skos:Concept,Horizontal wind direction at specified distance from reference surface,'12005'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12006>,"'Commonly refers to the speed of horizontal wind, a ratio of the horizontal distance covered by the air to the time taken to cover that distance. This scalar quantity can be used to represent a value at a given location and an instantaneous time or average over spatio-temporal extent or values as a function of spatio-temporal coordinates.'@en",skos:Concept,Horizontal wind speed at specified distance from reference surface,'12006'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12016>,"'IUPAC: 1,1,1-trichloro-2,2,2-trifluoroethane, PubChem CID: 9635, CAS Number: 354-58-5, in gas phase'@en",skos:Concept,"Cl3CCF3 (1,1,1-trichloro-2,2,2-trifluoroethane, CFC-113a)",'12016'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12017>,"'IUPAC: dibromo(difluoro)methane, PubChem CID: 6382, CAS Number: 75-61-6, in gas phase'@en",skos:Concept,"CBr2F2 (dibromodifluoromethane, Halon 1202)",'12017'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12018>,"'IUPAC: 1,2-dibromo-1,1,2,2-tetrafluoroethane, PubChem CID: 31301, CAS Number: 124-73-2, in gas phase'@en",skos:Concept,"C2Br2F4 (1,2-dibromo-1,1,2,2-tetrafluoroethane, Halon 2402)",'12018'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12019>,"'IUPAC: 1,1-dichloro-2-fluoroethane, PubChem CID: 67936, CAS Number: 430-53-5, in gas phase'@en",skos:Concept,"C2H3Cl2F (1,1-dichloro-2-fluoroethane, HCFC-141a)",'12019'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12021>,'Atmospheric O2/N2 ratio'@en,skos:Concept,O2/N2 ratio,'12021'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12022>,'All pollen taxa'@en,skos:Concept,Total pollen,'12022'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12023>,'Pine family pollen'@en,skos:Concept,Total Pinaceae,'12023'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12024>,'Fir pollen'@en,skos:Concept,Abies,'12024'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12025>,'Spruce pollen'@en,skos:Concept,Picea,'12025'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12026>,'Larch pollen'@en,skos:Concept,Larix,'12026'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12027>,'Pine pollen'@en,skos:Concept,Pinus,'12027'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12028>,'Cypress family pollen'@en,skos:Concept,Total Cupressaceae,'12028'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12029>,'Palm family pollen'@en,skos:Concept,Total Arecaceae,'12029'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12030>,'Plane tree pollen'@en,skos:Concept,Platanus,'12030'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12031>,'Pellitory pollen'@en,skos:Concept,Parietaria,'12031'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12032>,'Nettle pollen'@en,skos:Concept,Urtica,'12032'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12033>,'Sweet chestnut pollen'@en,skos:Concept,Castanea,'12033'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12034>,'Beech pollen'@en,skos:Concept,Fagus,'12034'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12035>,'Oak pollen'@en,skos:Concept,Quercus,'12035'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12036>,'Birch family pollen'@en,skos:Concept,Total Betulaceae,'12036'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12037>,'Alder pollen'@en,skos:Concept,Alnus,'12037'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12038>,'Birch pollen'@en,skos:Concept,Betula,'12038'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12039>,'Hornbeam pollen'@en,skos:Concept,Carpinus,'12039'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12040>,'Hazel pollen'@en,skos:Concept,Corylus,'12040'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12041>,'Amaranth family pollen'@en,skos:Concept,Total Amaranthaceae,'12041'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12042>,'Chenopodium (goosefoot) pollen'@en,skos:Concept,Chenopodium,'12042'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12043>,'Poplar pollen'@en,skos:Concept,Populus,'12043'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12044>,'Willow pollen'@en,skos:Concept,Salix,'12044'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12045>,'Olive family pollen'@en,skos:Concept,Total Oleaceae,'12045'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12046>,'Olive pollen'@en,skos:Concept,Olea,'12046'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12047>,'Ash pollen'@en,skos:Concept,Fraxinus,'12047'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12048>,'Aster family pollen'@en,skos:Concept,Total Asteraceae,'12048'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12049>,'Ragweed pollen'@en,skos:Concept,Ambrosia,'12049'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12050>,'Mugwort pollen'@en,skos:Concept,Artemisia,'12050'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12051>,'Solidago (goldenrod) pollen'@en,skos:Concept,Solidago,'12051'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12052>,'Grasses pollen'@en,skos:Concept,Total Poaceae,'12052'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12053>,'Secale pollen'@en,skos:Concept,Secale,'12053'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12054>,'Maize pollen'@en,skos:Concept,Zea mays,'12054'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12055>,'Walnut tree pollen'@en,skos:Concept,Juglans,'12055'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12056>,'Elm pollen'@en,skos:Concept,Ulmus,'12056'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12057>,'Maple pollen'@en,skos:Concept,Acer,'12057'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12058>,'Aesculus pollen'@en,skos:Concept,Aesculus,'12058'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12059>,'Brassica pollen'@en,skos:Concept,Brassica,'12059'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12060>,'Plantain pollen'@en,skos:Concept,Plantago,'12060'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12061>,'Sambucus (elder) pollen'@en,skos:Concept,Sambucus,'12061'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12062>,"'Rumex (dock, sorrel) pollen'@en",skos:Concept,Rumex,'12062'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12063>,'Linden pollen'@en,skos:Concept,Tilia,'12063'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12064>,'Hop pollen'@en,skos:Concept,Humulus,'12064'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12065>,'Yew pollen'@en,skos:Concept,Taxus,'12065'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12066>,'Sea-buckthorn pollen'@en,skos:Concept,Hippophae,'12066'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12067>,'Holly pollen'@en,skos:Concept,Ilex,'12067'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12068>,'Privet pollen'@en,skos:Concept,Ligustrum,'12068'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12069>,'Rush family pollen'@en,skos:Concept,Total Juncaceae,'12069'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12070>,'Sedge family pollen'@en,skos:Concept,Total Cyperaceae,'12070'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12071>,'Heather family pollen'@en,skos:Concept,Total Ericaceae,'12071'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12072>,'Rose family pollen'@en,skos:Concept,Total Rosaceae,'12072'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12073>,'Melandrium pollen'@en,skos:Concept,Silene,'12073'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12074>,'Buttercup family pollen'@en,skos:Concept,Total Ranunculaceae,'12074'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12075>,"'Celery, carrot or parsley family pollen'@en",skos:Concept,Total Umbelliferae,'12075'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12076>,"'Cabbage family (mustards, crucifers) pollen'@en",skos:Concept,Total Brassicaceae,'12076'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12077>,'Hophornbeam pollen'@en,skos:Concept,Ostrya,'12077'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12078>,'Cedar family pollen'@en,skos:Concept,Cedrus,'12078'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12079>,'Box pollen'@en,skos:Concept,Buxus,'12079'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12080>,'Ginkgo pollen'@en,skos:Concept,Ginkgo,'12080'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12081>,'Sweetgum pollen'@en,skos:Concept,Liquidambar,'12081'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12082>,'Mercuries pollen'@en,skos:Concept,Mercurialis,'12082'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12083>,'Mulberry family pollen'@en,skos:Concept,Total Moraceae,'12083'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12084>,'Alternaria spores'@en,skos:Concept,Alternaria,'12084'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12085>,'Cladosporium spores'@en,skos:Concept,Cladosporium,'12085'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12086>,"'IUPAC: nitrogen trifluoride, PubChem CID: 24553, CAS Number: 7783-54-2, in gas phase'@en",skos:Concept,NF3 (nitrogen trifluoride),'12086'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12087>,"'IUPAC: deuteriomethane, PubChem CID: 12669, CAS Number: 676-49-3, in gas phase'@en",skos:Concept,"CH3D (monodeuterated methane, methane-d1)",'12087'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12088>,"'IUPAC: chloro(trifluoro)methane, PubChem CID: 6392, CAS Number: 75-72-9, in gas phase'@en",skos:Concept,"CClF3 (chlorotrifluoromethane, CFC-13)",'12088'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12089>,"'IUPAC: 2-chloro-1,1,1,2-tetrafluoroethane, PubChem CID: 17822, CAS Number: 2837-89-0, in gas phase'@en",skos:Concept,"C2HClF4 (1-chloro-1,2,2,2-tetrafluoroethane, HCFC-124)",'12089'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12090>,"'IUPAC: 1,1,1,2,2,3,4,5,5,5-decafluoropentane, PubChem CID: 86240, CAS Number: 138495-42-8, in gas phase'@en",skos:Concept,"C5H2F10 (1,1,1,2,2,3,4,5,5,5-decafluoropentane, HFC-43-10-mee)",'12090'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12091>,"'IUPAC: 1,1,2,2,3,3,4,4-octafluorocyclobutane, PubChem CID: 8263, CAS Number: 115-25-3, in gas phase'@en",skos:Concept,"C4F8 (octafluorocyclobutane, PFC-318)",'12091'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12092>,"'IUPAC: Propan-1-ol, PubChem CID: 1031, CAS Number: 71-23-8, in gas phase'@en",skos:Concept,C3H8O (1-propanol),'12092'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12093>,"'IUPAC: Propan-2-ol, PubChem CID: 3776, CAS Number: 67-63-0, in gas phase'@en",skos:Concept,C3H8O (2-propanol),'12093'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12094>,"'IUPAC: Furan, PubChem CID: 8029, CAS Number: 110-00-9, in gas phase'@en",skos:Concept,C4H4O (furan),'12094'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12095>,"'IUPAC: 2-Methylfuran, PubChem CID: 10797, CAS Number: 534-22-5, in gas phase'@en",skos:Concept,C5H6O (2-methylfuran),'12095'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12096>,"'IUPAC: 3-Methylfuran, PubChem CID: 13587, CAS Number: 930-27-8, in gas phase'@en",skos:Concept,C5H6O (3-methylfuran),'12096'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12097>,"'IUPAC: Prop-2-enenitrile, PubChem CID: 7855, CAS Number: 107-13-1, in gas phase'@en",skos:Concept,"C3H3N (2-propenenitrile, acrylonitrile)",'12097'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12098>,"'IUPAC: Propanenitrile, PubChem CID: 7854, CAS Number: 107-12-0, in gas phase'@en",skos:Concept,C3H5N (propanenitrile),'12098'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12099>,"'IUPAC: 2-Methylprop-2-enenitrile, PubChem CID: 31368, CAS Number: 126-98-7, in gas phase'@en",skos:Concept,"C4H5N (2-methyl-2-propenenitrile, methylacrylonitrile)",'12099'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12100>,"'IUPAC: Methyl nitrate, PubChem CID: 11724, CAS Number: 598-58-3, in gas phase'@en",skos:Concept,CH3NO3 (methyl nitrate),'12100'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12101>,"'IUPAC: Ethyl nitrate, PubChem CID: 12259, CAS Number: 625-58-1, in gas phase'@en",skos:Concept,C2H5NO3 (ethyl nitrate),'12101'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12102>,"'IUPAC: Propan-2-yl nitrate, PubChem CID: 15575, CAS Number: 1712-64-7, in gas phase'@en",skos:Concept,C3H7NO3 (isopropyl nitrate),'12102'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12103>,"'IUPAC: Butyl nitrate, PubChem CID: 13567, CAS Number: 928-45-0, in gas phase'@en",skos:Concept,C4H9NO3 (n-butyl nitrate),'12103'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12104>,"'IUPAC: 2-Methylpropyl nitrate, PubChem CID: 10974, CAS Number: 928-45-0, in gas phase'@en",skos:Concept,C4H9NO3 (isobutyl nitrate),'12104'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12105>,"'IUPAC: tert-Butyl nitrite, PubChem CID: 10906, CAS Number: 540-80-7, in gas phase'@en",skos:Concept,C4H9NO3 (t-butyl nitrate),'12105'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12106>,"'IUPAC: Butan-2-yl nitrite, PubChem CID: 13544, CAS Number: 924-43-6, in gas phase'@en",skos:Concept,"C4H9NO3 (2-butyl nitrate, sec-butyl nitrate)",'12106'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12107>,"'IUPAC: 2-Methylbut-3-en-2-ol, PubChem CID: 8257, CAS Number: 115-18-4, in gas phase'@en",skos:Concept,C5H10O (2-methyl-3-buten-2-ol),'12107'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12108>,"'IUPAC: Octane, PubChem CID: 356, CAS Number: 111-65-9, in gas phase'@en",skos:Concept,C8H18 (n-octane),'12108'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12109>,"'IUPAC: 2,2,4-Trimethylpentane, PubChem CID: 10907, CAS Number: 540-84-1, in gas phase'@en",skos:Concept,"C8H18 (2,2,4-trimethylpentane)",'12109'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12110>,"'IUPAC: (2E)-but-2-enal, PubChem CID: 447466, CAS Number: 123-73-9, in gas phase'@en",skos:Concept,"C4H6O ((E)-crotonaldehyde, trans-2-butenal)",'12110'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12111>,"'IUPAC: (Z)-but-2-enal, PubChem CID: 673950, CAS Number: 15798-64-8, in gas phase'@en",skos:Concept,"C4H6O ((Z)-crotonaldehyde, cis-2-butenal)",'12111'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12112>,"'IUPAC: But-2-enal, PubChem CID: 20138, CAS Number: 4170-30-3, in gas phase'@en",skos:Concept,"C4H6O (crotonaldehyde, 2-butenal)",'12112'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12113>,"'IUPAC: 1,1-Dichloroethene, PubChem CID: 6366, CAS Number: 75-35-4, in gas phase'@en",skos:Concept,"C2H2Cl2 (1,1-dichloroethene)",'12113'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12114>,"'IUPAC: (Z)-1,2-dichloroethene, PubChem CID: 643833, CAS Number: 156-59-2, in gas phase'@en",skos:Concept,"C2H2Cl2 ((Z)-1,2-dichloroethene, cis-1,2-dichloroethene)",'12114'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12115>,"'IUPAC: (E)-1,2-dichloroethene, PubChem CID: 638186, CAS Number: 156-60-5, in gas phase'@en",skos:Concept,"C2H2Cl2 ((E)-1,2-dichloroethene, trans-1,2-dichloroethene)",'12115'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12116>,"'IUPAC: 1,2-dichloroethene, PubChem CID: 10900, CAS Number: 540-9-0, in gas phase'@en",skos:Concept,"C2H2Cl2 (1,2-dichloroethene)",'12116'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12117>,"'IUPAC: 1,1-Dichloroethane, PubChem CID: 6365, CAS Number: 75-34-3, in gas phase'@en",skos:Concept,"C2H4Cl2 (1,1-dichloroethane)",'12117'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12118>,"'IUPAC: 1,2-Dichloroethane, PubChem CID: 11, CAS Number: 107-06-2, in gas phase'@en",skos:Concept,"C2H4Cl2 (1,2-dichloroethane)",'12118'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12119>,"'IUPAC: dibromo(chloro)methane, PubChem CID: 31296, CAS Number: 124-48-1, in gas phase'@en",skos:Concept,CHBr2Cl (dibromochloromethane),'12119'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12120>,"'IUPAC: bromo(dichloro)methane, PubChem CID: 6359, CAS Number: 75-27-4, in gas phase'@en",skos:Concept,CHBrCl2 (bromodichloromethane),'12120'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12121>,"'IUPAC: chloro(iodo)methane, PubChem CID: 11644, CAS Number: 593-71-5, in gas phase'@en",skos:Concept,CH2ClI (chloroiodomethane),'12121'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12122>,"'IUPAC: diiodomethane, PubChem CID: 6346, CAS Number: 75-11-6, in gas phase'@en",skos:Concept,CH2I2 (diiodomethane),'12122'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12123>,"'IUPAC: furan-2-carbaldehyde, PubChem CID: 7362, CAS Number: 98-01-1, in gas phase'@en",skos:Concept,C5H4O2 (furfural),'12123'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12124>,"'IUPAC: furan-3-carbaldehyde, PubChem CID: 10351, CAS Number: 498-60-2, in gas phase'@en",skos:Concept,C5H4O2 (3-furaldehyde),'12124'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12125>,"'IUPAC: styrene, PubChem CID: 7501, CAS Number: 100-42-5, in gas phase'@en",skos:Concept,C8H8 (styrene),'12125'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12126>,"'IUPAC: ethynylbenzene, PubChem CID: 10821, CAS Number: 536-74-3, in gas phase'@en",skos:Concept,C8H6 (ethynylbenzene),'12126'
